_id,id,asset_id,location,alternative_name,type,location_details,url,address,PostedDate,AssetName,Reason,Comments,Status,geometry,,,,,,,,,,Type of Fountains,,,
124,221,2581,Sumach - Shuter Parkette,Sumach-Shuter Parkette Wading Pool Drinking Fountain,Drinking Fountain,Located north of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=221,485 Shuter St  ,2026-05-25T08:11:40,Sumach-Shuter Parkette Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.35835631, 43.658334599999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
125,332,2643,Sally Bird Park,Sally Bird Park Fitness Area Drinking Fountain,Drinking Fountain,Located north of the outdoor fitness equipment area along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=332,194 Brunswick Ave  ,2026-05-25T08:11:23,Sally Bird Park Fitness Area Drinking Fountain,None,None,1,"{""coordinates"": [[-79.40655840999999, 43.662927950000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
126,3728,132558,Riverside Common Park,Riverside Common Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located east of the benches along Queen Street.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3728,657 Queen St E,2026-05-25T08:11:08,Riverside Common Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.35163134000001, 43.658366009999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
127,344,102139,Riverdale Park West,Riverdale Park West Wading Pool Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located east of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=344,375 Sumach St  ,2026-05-25T08:10:42,Riverdale Park West Wading Pool Drinking Water Station,None,None,1,"{""coordinates"": [[-79.36168205, 43.66626234]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
128,344,2665,Riverdale Park West,Riverdale Park West Francey Barn Drinking Fountain,Drinking Fountain,"Located along the pathway, southeast of Riverdale Farm Francey Barn.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=344,375 Sumach St  ,2026-05-25T08:10:35,Riverdale Park West Francey Barn Drinking Fountain,None,None,1,"{""coordinates"": [[-79.36107454, 43.66702575]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
129,344,102142,Riverdale Park West,Riverdale Park West Baseball Diamond Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located north of the fieldhouse at the south end of the park by the baseball diamonds.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=344,375 Sumach St  ,2026-05-25T08:10:28,Riverdale Park West Baseball Diamond Drinking Water Station,None,None,1,"{""coordinates"": [[-79.3592552, 43.66543465]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
130,244,2714,Ontario Street Parkette,Ontario Street Parkette Playground Drinking Fountain,Drinking Fountain,Located west of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=244,227 Ontario St  ,2026-05-25T08:09:38,Ontario Street Parkette Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.3678551, 43.657491060000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
131,228,102024,Norwood Park,Norwood Park Wading Pool Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located east of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=228,16 Norwood Rd  ,2026-05-25T08:09:21,Norwood Park Wading Pool Drinking Water Station,None,None,1,"{""coordinates"": [[-79.30498777, 43.68211091]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
132,228,2720,Norwood Park,Norwood Park Tennis Court Drinking Fountain,Drinking Fountain,"Located north of the pathway, south of the tennis courts.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=228,16 Norwood Rd  ,2026-05-25T08:09:15,Norwood Park Tennis Court Drinking Fountain,None,None,1,"{""coordinates"": [[-79.30274525, 43.68229224]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
133,962,2163,Livingstone Park,Livingstone Park Wading Pool Drinking Fountain,Drinking Fountain,Located north of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=962,21 Woodville Ave  ,2026-05-25T08:07:38,Livingstone Park Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.35377816, 43.691344799999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
134,75,2270,Hideaway Park,Hideaway Park Wading Pool Drinking Fountain,Drinking Fountain,Located next to wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=75,23 Audley Ave  ,2026-05-25T08:07:05,Hideaway Park Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.33775188999999, 43.66478491]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
135,75,78876,Hideaway Park,Hideaway Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located in the southeast corner of the dog off-leash area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=75,23 Audley Ave  ,2026-05-25T08:06:58,Hideaway Park Dog Off-Leash Area Dog Fountain,None,None,1,"{""coordinates"": [[-79.33772892, 43.66489633]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
136,291,2275,Healey Willan Park,Healey Willan Park Wading Pool Drinking Fountain,Drinking Fountain,Located next to the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=291,504 Euclid Ave  ,2026-05-25T08:06:31,Healey Willan Park Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.41308031999999, 43.659365990000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
137,1060,2127,Memorial Gardens Park,Memorial Gardens Park Drinking Fountain,Drinking Fountain,Located east of the East York Civic Centre in Civic Centre Square along the pathway by the parking lot.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1060,111 Alamosa Dr  ,2026-05-25T08:06:07,Memorial Gardens Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.32750409, 43.690982149999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
138,111,2341,East Toronto Athletic Field,East Toronto Athletic Field Drinking Fountain,Drinking Fountain,Located on the south side of the wading pool. ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=111,175 Main St  ,2026-05-25T08:05:48,East Toronto Athletic Field Drinking Fountain,None,None,1,"{""coordinates"": [[-79.29793479, 43.68479325]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
139,338,2370,David Crombie Park,David Crombie Park Wading Pool Drinking Fountain,Drinking Fountain,Located on the pathway between the sidewalk and the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=338,131 The Esplanade  ,2026-05-25T08:05:24,David Crombie Park Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.36941106, 43.64843742]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
140,338,2371,David Crombie Park,David Crombie Park Playground Drinking Fountain,Drinking Fountain,Located on the pathway east of the playground. ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=338,131 The Esplanade  ,2026-05-25T08:05:18,David Crombie Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.36475236, 43.64931058]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
141,338,102254,David Crombie Park,David Crombie Park Basketball Court Drinking Fountain,Drinking Fountain,Located on the pathway southeast of the the basketball court.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=338,131 The Esplanade  ,2026-05-25T08:05:12,David Crombie Park Basketball Court Drinking Fountain,None,None,1,"{""coordinates"": [[-79.36394505, 43.64946717]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
142,143,97105,David A. Balfour Park,David A. Balfour Park Washroom Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located outside the washroom building north of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=143,75 Rosehill Ave,2026-05-25T08:05:00,David A. Balfour Park Washroom Drinking Water Station,None,None,1,"{""coordinates"": [[-79.38764917, 43.68682396]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
143,143,102245,David A. Balfour Park,David A. Balfour Park Drinking Fountain,Drinking Fountain,Located near the entrance to the trail off Mathersfield Drive.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=143,75 Rosehill Ave  ,2026-05-25T08:04:43,David A. Balfour Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.38569955, 43.68321428]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
144,2568,102218,Cosburn Park,Cosburn Park Tennis Court Drinking Fountain,Drinking Fountain,Located at the west end of the tennis club building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2568,115 Roosevelt Rd  ,2026-05-25T08:04:21,Cosburn Park Tennis Court Drinking Fountain,None,None,1,"{""coordinates"": [[-79.3306219, 43.69296473]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
145,1901,2467,Bill Johnston Park,Bill Johnston Park East Drinking Water Station,"Drinking Fountain, Dog Fountain",Located in the east seating area next to Western Battery Road.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1901,65 Western Battery Rd  ,2026-05-25T08:03:53,Bill Johnston Park East Drinking Water Station,None,None,1,"{""coordinates"": [[-79.41312015, 43.64003636]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
146,1901,102246,Bill Johnston Park,Bill Johnston Park Dog Off-Leash Area Drinking Water Station,"Drinking Fountain, Dog Fountain",Located in the dog off-leash area near the east entrance gate.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1901,65 Western Battery Rd  ,2026-05-25T08:03:45,Bill Johnston Park Dog Off-Leash Area Drinking Water Station,None,None,1,"{""coordinates"": [[-79.4147179, 43.640140329999994]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
147,147,2441,Carlton Park,Carlton Park Wading Pool Drinking Fountain,Drinking Fountain,Located on the east side of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=147,20 Edith Ave  ,2026-05-25T08:02:56,Carlton Park Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.45492713, 43.66658724]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
148,147,79176,Carlton Park,Carlton Park Playground Drinking Water Station,"Drinking Fountain, Dog Fountain","Located on the pathway between the playground, the fire pit and the basketball court. ",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=147,20 Edith Ave  ,2026-05-25T08:02:50,Carlton Park Playground Drinking Water Station,None,None,1,"{""coordinates"": [[-79.4556855, 43.66658372]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
149,161,102054,Cawthra Playground,Cawthra Playground Bottle Filling Station,Bottle Filling Station,Located on the pathway between Albany Avenue and the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=161,355 Albany Ave  ,2026-05-25T08:02:18,Cawthra Playground Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.41411964000001, 43.67582491]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
150,2355,102178,Maplehurst Park,Maplehurst Park Playground Drinking Fountain,Drinking Fountain,Located southeast of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2355,296 Maplehurst Ave  ,2026-05-25T07:50:07,Maplehurst Park Playground Drinking Fountain,None,"THIS IS NOT A DRINKING FOUNTAIN, IT'S A WATER FEATURE FOR THE SANDBOX. REMOVE FROM LIVE.",2,"{""coordinates"": [[-79.39790686, 43.76578073]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
151,255,2428,Victoria Memorial Square Park,Victoria Memorial Square Park Drinking Fountain,Drinking Fountain,Located on the east side of the pathway on the southwest corner of the park.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=255,10 Niagara St  ,2026-05-22T14:25:09,Victoria Memorial Square Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.40050017, 43.64231188]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
152,2283,102088,Main Sewage Treatment Playground,Main Sewage Treatment Playground Rugby Field Bottle Filling Station,Bottle Filling Station,Located north of the rugby field by the west end of the parking lot.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2283,1091 Eastern Ave  ,2026-05-22T14:24:47,Main Sewage Treatment Playground Rugby Field Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.31682671, 43.66345169]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
153,2179,102107,The Doctors' Parkette,The Doctors' Parkette Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the west side of the park along Brunswick Avenue.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2179,15 Brunswick Ave  ,2026-05-22T14:24:19,The Doctors' Parkette Drinking Water Station,None,None,1,"{""coordinates"": [[-79.40404312, 43.657446650000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
154,2750,102244,Stanley Park South - Toronto,Stanley Park South - Toronto Tennis Court Drinking Fountain,Drinking Fountain,Located north of the tennis courts next to the washroom building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2750,700 Wellington St  W ,2026-05-22T14:23:48,Stanley Park South - Toronto Tennis Court Drinking Fountain,None,None,1,"{""coordinates"": [[-79.40812925, 43.64185702]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
155,2750,102243,Stanley Park South - Toronto,Stanley Park South - Toronto Dog Off-Leash Area Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the north end of the dog off-leash area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2750,700 Wellington St  W ,2026-05-22T14:23:40,Stanley Park South - Toronto Dog Off-Leash Area Drinking Water Station,None,None,1,"{""coordinates"": [[-79.40922737, 43.64155503]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
156,183,132641,St. Andrew's Playground,St. Andrew's Playground Dog Fountain,Dog Fountain,Located in the southwest corner of the dog off-leash area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=183,450 Adelaide St W,2026-05-22T14:23:22,St. Andrew's Playground Dog Fountain,None,None,1,"{""coordinates"": [[-79.39929613999999, 43.646185769999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
157,183,101685,St. Andrew's Playground,St. Andrew's Playground Bottle Filling Station,Bottle Filling Station,Located east of the dog off-leash area along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=183,450 Adelaide St W,2026-05-22T14:23:15,St. Andrew's Playground Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.39910061, 43.646308499999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
158,2103,102066,Sergeant Ryan Russell Parkette,Sergent Ryan Russell Parkette Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located east of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2103,250 Avenue Rd  ,2026-05-22T14:22:55,Sergent Ryan Russell Parkette Drinking Water Station,None,None,1,"{""coordinates"": [[-79.39804735, 43.67749105]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
159,388,2635,Seaton Park,Seaton Park Bottle Filling Station,Bottle Filling Station,Located on the east end of the park on the south side of the pathway. ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=388,14 Albany Ave  ,2026-05-22T14:22:41,Seaton Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.41034067000001, 43.66594507]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
160,343,102163,Riverdale Park East,Riverdale Park East Outdoor Pool Drinking Fountain,Drinking Fountain,Located on the deck of the outdoor pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=343,550 Broadview Ave  ,2026-05-22T14:21:58,Riverdale Park East Outdoor Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.35720829, 43.6722633]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
161,343,132560,Riverdale Park East,Riverdale Park East Fieldhouse Bottle Filling Station,Bottle Filling Station,Located on the outside of the Fieldhouse Washroom building at the south end of the park.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=343,550 Broadview Ave,2026-05-22T14:21:48,Riverdale Park East Fieldhouse Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.35573782, 43.667781520000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
162,343,2668,Riverdale Park East,Riverdale Park East Clubhouse Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located outside on the east side of St. Matthews Lawn Bowling Clubhouse.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=343,550 Broadview Ave  ,2026-05-22T14:21:39,Riverdale Park East Clubhouse Drinking Water Station,None,None,1,"{""coordinates"": [[-79.35356655999999, 43.6676141]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
163,343,102098,Riverdale Park East,Riverdale Park East Bottle Filling Station,Bottle Filling Station,Located along the pathway between the outdoor pool and the outdoor ice rink.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=343,550 Broadview Ave  ,2026-05-22T14:21:27,Riverdale Park East Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.35675795, 43.67242624]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
164,167,102074,Ramsden Park,Ramsden Park Wading Pool Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located north of the wading pool along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=167,1020 Yonge St  ,2026-05-22T14:20:42,Ramsden Park Wading Pool Drinking Water Station,None,None,1,"{""coordinates"": [[-79.3924134, 43.676781039999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
165,167,102072,Ramsden Park,Ramsden Park Tennis Court Bottle Filling Station,Bottle Filling Station,Located south of the tennis courts outside the washroom building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=167,1020 Yonge St  ,2026-05-22T14:20:18,Ramsden Park Tennis Court Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.39480108000001, 43.67618887]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
166,167,102068,Ramsden Park,Ramsden Park Picnic Site 1 Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located north of Picnic Site #1 along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=167,1020 Yonge St  ,2026-05-22T14:20:11,Ramsden Park Picnic Site 1 Drinking Water Station,None,None,1,"{""coordinates"": [[-79.38993540999999, 43.67662238]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
167,167,102071,Ramsden Park,Ramsden Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located at the entrance of the southwest corner of the park along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=167,1020 Yonge St  ,2026-05-22T14:20:02,Ramsden Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.39624905, 43.675820640000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
168,167,102209,Ramsden Park,Ramsden Park Dog Off-Leash Area Drinking Water Station,"Drinking Fountain, Dog Fountain",Located outside the dog off-leash area on the southeast corner.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=167,1020 Yonge St  ,2026-05-22T14:19:55,Ramsden Park Dog Off-Leash Area Drinking Water Station,None,None,1,"{""coordinates"": [[-79.39561791, 43.67640002]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
169,167,102070,Ramsden Park,Ramsden Park Basketball Court Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located southeast of the basketball courts.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=167,1020 Yonge St  ,2026-05-22T14:19:47,Ramsden Park Basketball Court Drinking Water Station,None,None,1,"{""coordinates"": [[-79.39112352, 43.676202950000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
170,313,2690,Pricefield Road Playground,Pricefield Road Playground Drinking Water Station,"Drinking Fountain, Dog Fountain",Located south of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=313,50 Pricefield Rd  ,2026-05-22T14:19:28,Pricefield Road Playground Drinking Water Station,None,None,1,"{""coordinates"": [[-79.38841189, 43.6811896]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
171,245,102167,Oriole Park - Toronto,Oriole Park - Toronto Wading Pool Drinking Fountain,Drinking Fountain,Located north of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=245,201 Oriole Pkwy  ,2026-05-22T14:18:59,Oriole Park - Toronto Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.39880921, 43.69738506]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
172,245,2711,Oriole Park - Toronto,Oriole Park Toronto Baseball Diamond Drinking Water Station,"Drinking Fountain, Dog Fountain",Located north of the baseball diamond.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=245,201 Oriole Pkwy  ,2026-05-22T14:18:47,Oriole Park Toronto Baseball Diamond Drinking Water Station,None,None,1,"{""coordinates"": [[-79.40066553, 43.69753688]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
173,245,2712,Oriole Park - Toronto,Oriole Park Toronto Tennis Court Drinking Fountain,Drinking Fountain,"Located near the washroom building, north of the tennis courts.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=245,201 Oriole Pkwy  ,2026-05-22T14:18:38,Oriole Park Toronto Tennis Court Drinking Fountain,None,None,1,"{""coordinates"": [[-79.39951339000001, 43.69715041]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
174,245,78685,Oriole Park - Toronto,Oriole Park Toronto Tennis Court Bottle Filling Station,Bottle Filling Station,"Located near the washroom building, north of the tennis courts.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=245,201 Oriole Pkwy  ,2026-05-22T14:18:30,Oriole Park Toronto Tennis Court Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.39940945, 43.69720309]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
175,60,102022,McCormick Park,McCormick Park Wading Pool Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located southeast of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=60,66 Sheridan Ave  ,2026-05-22T14:15:25,McCormick Park Wading Pool Drinking Water Station,None,None,1,"{""coordinates"": [[-79.43369763, 43.64670573]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
176,2420,2150,Maple Leaf Forever Park,Maple Leaf Forever Park Playground Drinking Water Station,"Drinking Fountain, Dog Fountain",Located east of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2420,62 Laing St  ,2026-05-22T14:15:04,Maple Leaf Forever Park Playground Drinking Water Station,None,None,1,"{""coordinates"": [[-79.32772856999999, 43.66299501]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
177,1468,2165,Little Trinity Church Lands,Little Trinity Church Lands Playground Drinking Fountain,Drinking Fountain,Located in the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1468,417 King St  E ,2026-05-22T14:14:48,Little Trinity Church Lands Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.36203902, 43.65281958]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
178,377,2187,Larry Sefton Park,Larry Sefton Park Drinking Fountain,Drinking Fountain,Located in the middle of Larry Sefton park.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=377,500 Bay St  ,2026-05-22T14:14:25,Larry Sefton Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.38352793, 43.654410490000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
179,429,102046,Joshua Cronkwright Parkette,Joshua Cronkwright Parkette Bottle Filling Station,Bottle Filling Station,Located southeast of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=429,504 Dawes Rd  ,2026-05-22T14:14:07,Joshua Cronkwright Parkette Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.29760032, 43.7035937]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
180,194,102125,Joseph Sheard Parkette,Joseph Sheard Parkette Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located along the west side of the pathway at the north end of the park.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=194,11 Granby St  ,2026-05-22T14:13:54,Joseph Sheard Parkette Drinking Water Station,None,None,1,"{""coordinates"": [[-79.38191707, 43.6605572]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
181,106,79342,Jay MacPherson Green,Jay MacPherson Green Drinking Water Station,"Drinking Fountain, Dog Fountain",Located at northeast entrance to the park.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=106,255 Avenue Rd  ,2026-05-22T14:13:37,Jay MacPherson Green Drinking Water Station,None,None,1,"{""coordinates"": [[-79.39719726999999, 43.67760611]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
182,936,2232,HUMEWOOD PARK,Humewood Park Playground Drinking Water Station,"Drinking Fountain, Dog Fountain","Located south of the pathway, southwest of the playground.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=936,655 Humberwood Blvd  ,2026-05-22T14:13:22,Humewood Park Playground Drinking Water Station,None,None,1,"{""coordinates"": [[-79.42596216, 43.68365826]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
