_id,id,asset_id,location,alternative_name,type,location_details,url,address,PostedDate,AssetName,Reason,Comments,Status,geometry,,,,,,,,,,Type of Fountains,,,
654,77,102212,High Park,High Park Transit Loop Drinking Fountain,Drinking Fountain,Located on the pathway across from the High Park transit loop.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=77,1873 Bloor St  W ,2026-04-21T07:30:19,High Park Transit Loop Drinking Fountain,Planned Closure,None,0,"{""coordinates"": [[-79.45836621, 43.64806292]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
655,77,2257,High Park,High Park Hillside Gardens Drinking Fountain,Drinking Fountain,Located on the pathway behind the Park Office building on Colborne Lodge Drive.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=77,1873 Bloor St  W ,2026-04-21T07:29:52,High Park Hillside Gardens Drinking Fountain,None,None,1,"{""coordinates"": [[-79.46451954, 43.64305862]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
656,77,2255,High Park,High Park Grenadier Viewing Deck Drinking Fountain,Drinking Fountain,Located on the pathway east of the Grenadier Pond wooden viewing platform.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=77,1873 Bloor St  W ,2026-04-21T07:29:40,High Park Grenadier Viewing Deck Drinking Fountain,None,None,1,"{""coordinates"": [[-79.46553083, 43.64200030000001]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
657,77,2254,High Park,High Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located in the dog off-leash area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=77,1873 Bloor St  W ,2026-04-21T07:29:30,High Park Dog Off-Leash Area Dog Fountain,None,None,1,"{""coordinates"": [[-79.46308105, 43.64640161]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
658,77,102148,High Park,High Park Chess House Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located east of the Chess House building near Bloor Street West.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=77,1873 Bloor St  W ,2026-04-21T07:29:23,High Park Chess House Drinking Water Station,None,None,1,"{""coordinates"": [[-79.46609604999999, 43.65285757]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
659,77,2250,High Park,High Park  Nature Centre Drinking Fountain,Drinking Fountain,Located on the grassy  area between the tennis courts and the Nature centre.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=77,1873 Bloor St  W ,2026-04-21T07:29:08,High Park  Nature Centre Drinking Fountain,None,None,1,"{""coordinates"": [[-79.45896775, 43.65126721]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
660,715,102117,North Keelesdale Park,North Keelesdale Park Bottle Filling Station,Bottle Filling Station,Located north of the washroom building between the parking lot and the baseball diamond.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=715,415 Black Creek Dr  ,2026-04-21T06:20:28,North Keelesdale Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.48261838, 43.690003589999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
661,1974,2728,Noble Park,Noble Park Drinking Fountain,Drinking Fountain,"Located in the southeast corner of the park, close to Sandcliff Road.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1974,74 Sandcliff Rd  ,2026-04-21T06:17:59,Noble Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.50054822, 43.67721754]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
662,536,2465,Bluehaven Park,Bluehaven Park Drinking Fountain,Drinking Fountain,Located on the grassy area south of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=536,19 Blue Haven Cres  ,2026-04-17T08:37:35,Bluehaven Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.55675563000001, 43.7453843]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
663,880,102188,Elm Park - York,Elm Park York Playground Drinking Fountain,Drinking Fountain,Located at the north end of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=880,54 Elm St  ,2026-04-17T08:37:25,Elm Park York Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.51611845, 43.70652482]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
664,1009,102078,Chestnut Hills Park,Chestnut Hills Park Bottle Filling Station,Bottle Filling Station,Located on the pathway to the playground from Chestnut Hills Parkway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1009,1391 Islington Ave  ,2026-04-17T08:30:49,Chestnut Hills Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.52716856, 43.65587548]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
665,841,2328,Esther Lorrie Park,Esther Lorrie Park Drinking Fountain,Drinking Fountain,Located on the grassy area west of the parking lot. ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=841,50 Westhumber Blvd  ,2026-04-16T10:34:22,Esther Lorrie Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.57974319, 43.72716054]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
666,514,2347,Earlscourt Park,Earlscourt Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located in the middle of the dog off-leash area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=514,1200 Lansdowne Ave  ,2026-04-16T10:22:00,Earlscourt Park Dog Off-Leash Area Dog Fountain,None,None,1,"{""coordinates"": [[-79.44933137, 43.67202431]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
667,923,102247,Albion Gardens Park,Albion Gardens Park Drinking Fountain,Drinking Fountain,"Located on the west side of the playground, between the playgroudn and the tennis courts.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=923,41 Deanlea Crt  ,2026-04-16T10:14:49,Albion Gardens Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.55877665, 43.739284999999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
668,77,102075,High Park,High Park Parkside Drive Bottle Filling Station,Bottle Filling Station,Located along the pathway north of Picnic Site #26 and west of the washroom building along Parkside Drive.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=77,1873 Bloor St  W ,2026-04-16T10:11:38,High Park Parkside Drive Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.45756650999999, 43.64427265]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
669,484,43302,Amesbury Park,Amesbury Park Basketball Court Drinking Fountain,Drinking Fountain,Located on the pathway between the Community Centre and the basketball courts.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=484,151 Culford Rd  ,2026-04-16T09:54:15,Amesbury Park Basketball Court Drinking Fountain,None,None,1,"{""coordinates"": [[-79.48278085999999, 43.70694589]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
670,484,2500,Amesbury Park,Amesbury Park Baseball Diamond Drinking Fountain,Drinking Fountain,Located on the pathway east of the central baseball diamond.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=484,151 Culford Rd  ,2026-04-16T09:54:08,Amesbury Park Baseball Diamond Drinking Fountain,None,None,1,"{""coordinates"": [[-79.48077909, 43.70694577]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
671,484,41102,Amesbury Park,Amesbury Park Baseball Diamond Bottle Filling Station,Bottle Filling Station,Located on the pathway east of the central baseball diamond.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=484,151 Culford Rd  ,2026-04-16T09:53:43,Amesbury Park Baseball Diamond Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.48077092, 43.70693831]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
672,746,1000864,Scarborough Village Park,Scarborough Village Park Playground Bottle Filler,Bottle Filling Station,On the pathway North of the Splash Pad,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=746,23 Gatesview Ave,2026-02-20T16:04:53,Scarborough Village Park Playground Bottle Filler,None,None,1,"{""coordinates"": [[-79.2139607, 43.747103450000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
673,2039,2539,Toronto Islands - Ward's Island,Toronto Islands - Ward's Island Fire Station Drinking Fountain,Drinking Fountain,Located east of the Fire Station on the west end of the island.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2039,1 Centre Island Park  ,2026-01-12T13:49:45,Toronto Islands - Ward's Island Fire Station Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.35907257999999, 43.62555025]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
674,2039,2536,Toronto Islands - Ward's Island,Toronto Islands - Ward's Island Ferry Dock Drinking Fountain,Drinking Fountain,Located south of the Toronto-Ward's Island Ferry dock along the pathway. ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2039,1 Centre Island Park  ,2026-01-12T13:49:05,Toronto Islands - Ward's Island Ferry Dock Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.35720879, 43.63124947]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
675,2024,18743,Toronto Islands - Toronto Island Park,Toronto Islands - Toronto Island Park Picnic Site 13 Drinking Fountain,Drinking Fountain,Located east of Picnic Site #13,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2024,9 Queens Quay  W ,2026-01-12T13:48:39,Toronto Islands - Toronto Island Park Picnic Site 13 Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.37585281, 43.61991098]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
676,2024,18745,Toronto Islands - Toronto Island Park,Toronto Islands - Toronto Island Park Ferry Dock Drinking Fountain,Drinking Fountain,"Located on the south side of the Avenue of the Islands pathway, south of the Toronto-Centre Island ferry dock.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2024,9 Queens Quay  W ,2026-01-12T13:48:01,Toronto Islands - Toronto Island Park Ferry Dock Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.37807186, 43.62162209]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
677,2024,18744,Toronto Islands - Toronto Island Park,Toronto Islands - Toronto Island Park Drinking Fountain,Drinking Fountain,Located on the east side of the island on the north side of Avenue of the Islands pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2024,9 Queens Quay  W ,2026-01-12T13:47:37,Toronto Islands - Toronto Island Park Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.37575962999999, 43.62075416]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
678,3536,24923,Toronto Islands - Snake Island,Toronto Islands - Snake Island Drinking Fountain,Drinking Fountain,Located on the southeast corner of Picnic Site #4.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3536,9 Queens Quay  W ,2026-01-12T13:47:18,Toronto Islands - Snake Island Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.36375213999999, 43.62354838]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
679,2543,18746,Toronto Islands - Olympic Island,Toronto Islands - Olympic Island Picnic Site 18 Drinking Fountain,Drinking Fountain,Located on the south side of the pathway south of Picnic Site #18.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2543,9 Queens Quay  W ,2026-01-12T13:46:17,Toronto Islands - Olympic Island Picnic Site 18 Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.37524652, 43.62285869]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
680,2541,121927,Toronto Islands - Hanlan's Point,Toronto Islands - Hanlan's Point Water Tap,Water Tap,"Located east of Hanlan's Point Tennis Court Washroom, east of the pathway along the water.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2541,9 Queens Quay  W,2026-01-12T13:45:38,Toronto Islands - Hanlan's Point Water Tap,Closed for the Season,None,0,"{""coordinates"": [[-79.39021186, 43.61912817]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
681,2541,121926,Toronto Islands - Hanlan's Point,Toronto Islands - Hanlan's Point Picnic Site 112 Water Tap,Water Tap,Located east of Picnic Site #112 and the pathway along the water.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2541,9 Queens Quay  W,2026-01-12T13:44:54,Toronto Islands – Hanlan’s Point Picnic Site 112 Water Tap,Closed for the Season,None,0,"{""coordinates"": [[-79.39024038999999, 43.6205602]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
682,2541,121924,Toronto Islands - Hanlan's Point,Toronto Islands - Hanlan's Point Picnic Site 110 Water Tap,Water Tap,"Located northeast of Picnic Site #110, along the pathway.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2541,9 Queens Quay  W,2026-01-12T13:44:25,Toronto Islands - Hanlan's Point Picnic Site 110 Water Tap,Closed for the Season,None,0,"{""coordinates"": [[-79.39029344999999, 43.62262906]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
683,2725,18788,Toronto Islands - Centre Island,Toronto Islands - Centre Island Picnic Site 28 Drinking Fountain,Drinking Fountain,"Located at the northwest corner of Picnic Site #28, outside the snack/concession building.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2725,9 Queens Quay  W ,2026-01-12T13:40:46,Toronto Islands - Centre Island Picnic Site 28 Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.37574405, 43.61746286]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
684,2725,121934,Toronto Islands - Centre Island,Toronto Islands - Centre Island Picnic Site 26 Water Tap,Water Tap,"Located north of Picnic Site #26, north of the maze hedge.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2725,9 Queens Quay  W,2026-01-12T13:40:15,Toronto Islands - Centre Island Picnic Site 26 Water Tap,Closed for the Season,None,0,"{""coordinates"": [[-79.37535276, 43.61821178]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
685,2725,102268,Toronto Islands - Centre Island,Toronto Islands - Centre Island Franklin Children's Garden Drinking Fountain,Drinking Fountain,Located east of Franklin Children's Garden.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2725,9 Queens Quay  W ,2026-01-12T13:38:59,Toronto Islands - Centre Island Franklin Children's Garden Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.37630841000001, 43.61672539]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
686,2039,121935,Toronto Islands - Ward's Island,Toronto Islands - Ward's Island Water Tap,Water Tap,"Located south of the pathway, between Chippewa House Washroom and the fork in the pathway.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2039,1 Centre Island Park,2026-01-12T13:31:34,Toronto Islands - Ward's Island Water Tap,Closed for the Season,None,0,"{""coordinates"": [[-79.36429127, 43.62156855]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
687,2541,2540,Toronto Islands - Hanlan's Point,Toronto Islands - Hanlan's Point Picnic Site 112 Drinking Fountain,Drinking Fountain,"Located on the east of the pathway, south east of picnic site 112 and the park shed..",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2541,9 Queens Quay  W ,2026-01-12T13:30:54,Toronto Islands – Hanlan’s Point Picnic Site 112 Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.39042681, 43.620234319999994]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
688,2725,2533,Toronto Islands - Centre Island,Toronto Islands - Centre Island Pedestrian Bridge Drinking Fountain,Drinking Fountain,Located east of the pedestrian bridge between Snake Island and Center Island on the north side of the pathway. ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2725,9 Queens Quay  W ,2026-01-12T13:23:53,Toronto Islands - Centre Island Pedestrian Bridge Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.36279607, 43.62327544]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
689,2413,102234,Highland Creek Parkette,Highland Creek Parkette Drinking Fountain,Drinking Fountain,Located south of the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2413,6115 Kingston Rd  ,2025-12-22T12:50:36,Highland Creek Parkette Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.16828323, 43.784500630000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
690,2405,2203,Kenworthy Park,Kenworthy Park Drinking Fountain,Drinking Fountain,Located east of the main entrance.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2405,2 Kenworthy Ave  ,2025-12-22T12:50:16,Kenworthy Park Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.28317390000001, 43.69075811]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
691,2341,2510,Agincourt Park,Agincourt Park Bowling Green Drinking Fountain,Drinking Fountain,Located on the grassy area next to the pathway on the east side of the bowling green clubhouse.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2341,27 Glen Watford Dr  ,2025-12-22T12:49:48,Agincourt Park Bowling Green Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.27411118, 43.789039190000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
692,2036,102134,McGregor Park,McGregor Park Outdoor Pool Bottle Filling Station,Bottle Filling Station,Located on the outdoor pool deck on the north side by the changeroom entrances.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2036,2231 Lawrence Ave  E ,2025-12-22T12:49:19,McGregor Park Outdoor Pool Bottle Filling Station,Closed for the Season,None,0,"{""coordinates"": [[-79.28071268, 43.747586090000006]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
693,2036,102266,McGregor Park,McGregor Park Outdoor Pool Drinking Fountain,Drinking Fountain,Located on the outdoor pool deck on the north side by the changeroom entrances.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2036,2231 Lawrence Ave  E ,2025-12-22T12:47:28,McGregor Park Outdoor Pool Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.28071021, 43.747585550000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
694,1038,74762,Lavery Trail Park,Lavery Trail Park Drinking Fountain,Drinking Fountain,"Located along the pathway, close to the east entrance.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1038,40 Lavery Trl  ,2025-12-22T12:43:55,Lavery Trail Park Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.1627643, 43.79684665]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
695,733,102146,Prairie Drive Park,Prairie Drive Park Bottle Filling Station,Bottle Filling Station,Located on the outside of the washroom building between the parking lot and the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=733,101 Pharmacy Ave  ,2025-12-22T12:42:14,Prairie Drive Park Bottle Filling Station,Closed for the Season,None,0,"{""coordinates"": [[-79.28399146, 43.697253110000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
696,698,2193,L'Amoreaux Sports Complex,L'Amoreaux Sports Complex Drinking Fountain,Drinking Fountain,Located on the outside of the washroom building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=698,100 Silver Springs Blvd  ,2025-12-22T12:41:42,L'Amoreaux Sports Complex Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.30436621, 43.803221719999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
697,698,41109,L'Amoreaux Sports Complex,L'Amoreaux Sports Complex Bottle Filling Station,Bottle Filling Station,Located on the outside of the washroom building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=698,100 Silver Springs Blvd  ,2025-12-22T12:41:24,L'Amoreaux Sports Complex Bottle Filling Station,Closed for the Season,None,0,"{""coordinates"": [[-79.30435603, 43.803221459999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
698,682,103366,Viola Desmond Park,Viola Desmond Basketball Court Bottle Filling Station,Bottle Filling Station,Located east of the outdoor basketball court along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=682,85 Hupfield Trl,2025-12-22T12:40:25,Viola Desmond Basketball Court Bottle Filling Station,Closed for the Season,None,0,"{""coordinates"": [[-79.21979904, 43.812827510000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
699,635,102215,Highland Creek Community Park,Highland Creek Community Park Drinking Fountain,Drinking Fountain,Located near the baseball diamond.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=635,3500 Ellesmere Rd  ,2025-12-22T12:40:11,Highland Creek Community Park Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.17927118, 43.79031673]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
700,3499,78159,Corktown Common,Corktown Common Playground Drinking Fountain,Drinking Fountain,Located at the west side of the playground next to the pavillion.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3499,155 Bayview Ave  ,2025-12-22T12:40:07,Corktown Common Playground Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.35229321999999, 43.653455539999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
701,3499,78160,Corktown Common,Corktown Common Playground Drinking Fountain,Drinking Fountain,Located at the west side of the playground next to the pavillion.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3499,155 Bayview Ave  ,2025-12-22T12:39:42,Corktown Common Playground Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.35229538, 43.653452259999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
702,595,102216,Canmore Park,Canmore Park Drinking Fountain,Drinking Fountain,Located on the pathway north of the sports field.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=595,101 Canmore Blvd  ,2025-12-22T12:38:08,Canmore Park Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.17691993, 43.793467209999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
703,586,103364,Wishing Well Park,Wishing Well Park Bottle Filling Station,Bottle Filling Station,Located west of the parking lot along the pathway between the baseball diamonds.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=586,1700 Pharmacy Ave,2025-12-22T12:37:26,Wishing Well Park Bottle Filling Station,Closed for the Season,None,0,"{""coordinates"": [[-79.31603672, 43.7695624]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
704,2016,45482,Maryland Park,Maryland Park Bottle Filling Station,Bottle Filling Station,Located outside the washroom building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2016,19 Maryland Blvd  ,2025-12-22T12:37:00,Maryland Park Bottle Filling Station,Closed for the Season,None,0,"{""coordinates"": [[-79.29503741, 43.69163003]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
705,550,41222,Birchmount Park,Birchmount Park Stadium Bottle Filling Station,Bottle Filling Station,Located near the south end of the stadium.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=550,95 Birchmount Rd  ,2025-12-22T12:35:24,Birchmount Park Stadium Bottle Filling Station,Closed for the Season,None,0,"{""coordinates"": [[-79.26121485, 43.69536549]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
706,459,102110,Cherry Beach Sports Fields,Cherry Beach Sports Fields Washroom Bottle Filling Station,Bottle Filling Station,Located inside the front entrance to the washroom building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=459,275 Unwin Ave  ,2025-12-22T12:35:18,Cherry Beach Sports Fields Washroom Bottle Filling Station,Closed for the Season,None,0,"{""coordinates"": [[-79.34158276, 43.64128905]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
707,543,2561,Thomson Memorial Park,Thomson Memorial Park South Washroom Drinking Fountain,Drinking Fountain,Located outside the south washroom building of the park.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=543,1005 Brimley Rd  ,2025-12-22T12:34:44,Thomson Memorial Park South Washroom Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.25530317, 43.7576313]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
708,353,102176,Stan Wadlow Park,Kiwanis Outdoor Pool Drinking Fountain,Drinking Fountain,Located on the pool deck on the outside of the south side of the outdoor pool building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=353,375 Cedarvale Ave,2025-12-22T12:34:37,Kiwanis Outdoor Pool Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.31601105, 43.69844245]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
709,522,103365,Adams Park,Adams Park Splash Pad Bottle Filling Station,Bottle Filling Station,Located west of the splash pad along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=522,2 Rozell Rd,2025-12-22T12:33:06,Adams Park Splash Pad Bottle Filling Station,Closed for the Season,None,0,"{""coordinates"": [[-79.14658632, 43.79225316]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
710,406,102032,Guild Park and Gardens,Guild Park and Gardens Bottle Filling Station,Bottle Filling Station,Located on the grassy area south of the festival stage.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=406,201 Guildwood Pkwy  ,2025-12-22T12:32:42,Guild Park and Gardens Bottle Filling Station,Closed for the Season,None,0,"{""coordinates"": [[-79.19219134, 43.74633145]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
711,2,2464,Bluffer's Park,Bluffer's Park East Pavillion Drinking Fountain,Drinking Fountain,Located on the south east side of the east washroom.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2,1 Brimley Rd  S ,2025-12-22T12:31:12,Bluffer's Park East Pavillion Drinking Fountain,Closed for the Season,None,0,"{""coordinates"": [[-79.22733585, 43.71301999]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
